,Site_Name,Site_Score,SITS_ID,Longitude,Latitude
414,United Heckathorn Co.,38.49,1107,-122.3654,37.9226
415,"Brown & Bryant, Inc. (Arvin Plant)",53.36,1109,-118.822,35.203061
416,Newmark Ground Water Contamination,35.57,1119,-117.3131,34.171811
417,Hewlett-Packard (620-640 Page Mill Road),29.76,1124,-122.1434,37.4214
418,Fort Ord,42.24,1125,-121.75,36.625
419,"CTS Printex, Inc.",33.62,1126,-122.0872,37.4165
420,Camp Pendleton Marine Corps Base,33.79,1128,-117.3408,33.306669
421,Solitron Microwave,50.0,1505,-80.199167,27.136667
422,Intersil Inc./Siemens Components,28.9,1129,-122.0015,37.3361
423,Sulphur Bank Mercury Mine,44.42,1136,-122.6703,39.00555
424,March Air Force Base,31.94,1140,-117.2557,33.906389000000004
425,"Spectra-Physics, Inc.",37.2,1141,-122.0786,37.40805
426,Crazy Horse Sanitary Landfill,37.93,1142,-121.6186,36.8026
427,El Toro Marine Corps Air Station,37.43,1143,-117.7176,33.676669
428,George Air Force Base,33.62,1144,-117.3833,34.595
429,"Advanced Micro Devices, Inc. (Building 915)",31.94,1145,-122.0066,37.3868
430,"Synertek, Inc. (Building 1)",31.94,1146,-121.9719,37.3773
431,Modesto Ground Water Contamination,28.9,1151,-120.9964,37.6591
432,Jasco Chemical Corp.,35.36,1205,-122.0882,37.3988
433,Pacific Coast Pipe Lines,46.01,1207,-118.9028,34.404169
434,Hunters Point Naval Shipyard,48.77,1247,-122.36731999999999,37.72229
435,Lawrence Livermore National Laboratory (Site 300) (USDOE),31.58,1266,-121.57666699999999,37.644306
436,Tracy Defense Depot (USARMY),37.16,1268,-121.3911,37.715281
437,Travis Air Force Base,29.49,1269,-121.9332,38.26445
438,Edwards Air Force Base,33.62,1272,-117.8857,34.949439
439,Western Pacific Railroad Co.,39.79,1273,-121.5525,39.483061
440,Industrial Waste Processing,51.13,1283,-119.8094,36.8425
441,Stoker Company,70.94,1299,-115.544444,32.910278000000005
442,Ralph Gray Trucking Co.,35.04,1300,-118.0,33.75
443,McCormick & Baxter Creosoting Co.,74.86,1339,-121.30663500000001,37.947851
444,Jet Propulsion Laboratory (NASA),50.0,1342,-118.16743400000001,34.201184999999995
445,Concord Naval Weapons Station,50.0,1344,-122.0,38.049444
446,Laboratory for Energy-Related Health Research/Old Campus Landfill (USDOE),50.0,1410,-121.75125,38.51875
447,Frontier Fertilizer,35.04,1413,-121.67333300000001,38.553055
448,Pemaco Maywood,45.23,1517,-118.17125,33.985417
449,Lava Cap Mine,33.66,1524,-120.96986100000001,39.228056
450,Omega Chemical Corporation,30.94,1527,-118.042222,33.969722
451,Alameda Naval Air Station,50.0,1560,-122.33,37.788889000000005
452,Leviathan Mine,50.0,1580,-119.65611100000001,38.703889000000004
453,Alark Hard Chrome,50.5,1603,-117.367186,33.991886
454,Del Amo,47.12,1621,-118.289472,33.846639
455,Cooper Drum Company,50.0,1627,-118.179694,33.946971999999995
456,Casmalia Resources,30.0,1639,-120.544303,34.863125
457,AMCO Chemical,50.0,1669,-122.29375,37.8025
458,Fairchild Semiconductor Corp. (South San Jose Plant),44.46,1705,-121.7748,37.2326
459,Lorentz Barrel & Drum Co.,33.94,1706,-121.8644,37.318611
460,J.H. Baxter & Co.,34.78,1707,-122.3707,41.4364
461,Klau/Buena Vista Mine,50.0,1732,-120.8967,35.6259
462,Halaco Engineering Company,58.31,1760,-119.181944,34.138889
463,"Rockets, Fireworks, and Flares (RFF)",50.0,1790,-117.41656699999999,34.153683
464,New Idria Mercury Mine,31.66,1842,-120.67251100000001,36.418392
465,Blue Ledge Mine,50.28,1843,-123.10744199999999,41.959961
466,Jervis B. Webb Co.,45.76,1846,-118.178017,33.950325
467,Southern Avenue Industrial Area,50.0,1847,-118.17692199999999,33.946178
468,Argonaut Mine,58.31,1913,-120.78575,38.353333
469,Orange County North Basin,50.0,1942,-117.93058899999998,33.854828000000005
470,Copper Bluff Mine,50.0,1951,-123.686,41.109972
471,California Gulch,55.84,853,-106.2692,39.236111
472,"Central City, Clear Creek",51.39,854,-105.5,39.75
473,Denver Radium Site,44.11,855,-105.0,39.716669
474,Marshall Landfill,0.0,856,-105.2,39.95
475,Sand Creek Industrial,59.65,857,-104.9361,39.791669
476,Woodbury Chemical Co.,44.87,858,-104.9424,39.795
477,Broderick Wood Products,35.13,859,-104.9989,39.8148
478,Lincoln Park,31.31,860,-105.2333,38.4
479,Lowry Landfill,48.36,861,-104.7083,39.643330999999996
480,Eagle Mine,47.19,862,-106.3917,39.533331
481,Smuggler Mountain,31.31,863,-106.8107,39.191669
482,Uravan Uranium Project (Union Carbide Corp.),43.53,864,-108.7483,38.366661
483,Rocky Flats Plant (USDOE),64.32,865,-105.2017,39.894169
484,Rocky Mountain Arsenal (USARMY),58.15,866,-104.8842,39.835561
485,Chemical Sales Co.,37.93,1091,-104.9136,39.780831
486,Air Force Plant PJKS,42.93,1114,-105.1337,39.514219
487,Smeltertown Site,58.56,1338,-106.026944,38.551944
488,Summitville Mine,50.0,1366,-106.585,37.43
489,Vasquez Boulevard and I-70,50.0,1545,-104.95833300000001,39.791667
490,Captain Jack Mill,50.56,1674,-105.503611,40.055833
491,Standard Mine,50.0,1740,-107.07388999999999,38.879166999999995
492,Nelson Tunnel/Commodore Waste Rock,48.03,1778,-106.94,37.870833000000005
493,Colorado Smelter,50.0,1892,-104.60799999999999,38.2491
494,Bonita Peak Mining District,50.0,1914,-107.616619,37.904030999999996
495,Beacon Heights Landfill,46.77,1,-73.03528100000001,41.43195
496,"Laurel Park, Inc.",0.0,2,-73.07166099999999,41.476939
497,Solvents Recovery Service of New England,44.93,3,-72.878,41.6196
498,Yaworski Waste Lagoon,36.72,4,-71.964161,41.66945
499,Kellogg-Deering Well Field,39.92,5,-73.43195,41.13055
500,Old Southington Landfill,54.35,6,-72.881939,41.579169
501,Fort Riley,33.79,1258,-96.75,39.166669
502,57th and North Broadway Streets Site,50.0,1335,-97.31666700000001,37.775
503,"Trans Circuits, Inc.",50.0,1576,-80.07388900000001,26.795278000000003
504,Landia Chemical Company,50.0,1581,-81.979167,28.039444
505,"Chemical Commodities, Inc.",50.0,1427,-94.80555600000001,38.878194
506,Alaric Area Ground Water Plume,41.91,1582,-82.375139,27.964083000000002
507,Ace Services,50.0,1449,-101.039167,39.396944
508,Callaway & Son Drum Service,46.22,1584,-81.714722,28.098056
509,Wright Ground Water Contamination,50.0,1464,-99.888889,37.780556
510,Tri-County Public Airport,50.0,1609,-96.811583,38.696121999999995
511,"Plating, Inc.",50.0,1764,-98.84946,38.346542
512,Former United Zinc & Associated Smelters,50.0,1868,-95.3859,37.92228
513,Caney Residential Yards,50.0,1958,-95.934889,37.013135999999996
514,A.L. Taylor (Valley of Drums),0.0,447,-85.725,38.081939
515,Airco,33.29,448,-88.3225,37.0496
516,B.F. Goodrich,33.01,449,-88.3234,37.0503
517,Distler Brickyard,44.77,450,-85.951389,37.989719
518,Distler Farm,34.62,451,-85.931111,38.006939
519,Howe Valley Landfill,36.73,452,-86.1242,37.6685
520,Lee's Lane Landfill,39.52,453,-85.883061,38.191111
521,Maxey Flats Nuclear Disposal,31.71,454,-83.5692,38.2608
522,Newport Dump,37.63,455,-84.491228,39.070725
523,Smith's Farm,32.69,456,-85.733331,38.0375
524,"Green River Disposal, Inc.",29.12,457,-86.973611,37.88945
525,"Caldwell Lace Leather Co., Inc.",34.21,1039,-86.74638900000001,36.8725
526,Brantley Landfill,52.73,1099,-87.156111,37.44625
527,Fort Hartford Coal Co. Stone Quarry,43.84,1102,-86.70276899999999,37.538889000000005
528,Red Penn Sanitation Co. Landfill,38.1,1112,-85.4654,38.2881
529,General Tire & Rubber Co. (Mayfield Landfill),32.94,1163,-88.6358,36.7906
530,Tri-City Disposal Co.,33.82,1186,-85.768331,38.047781
531,National Electric Coil Co./Cooper Industries,50.0,1304,-83.37138900000001,36.843889000000004
532,National Southwire Aluminum Co.,50.0,1305,-86.787778,37.944998999999996
533,Paducah Gaseous Diffusion Plant (USDOE),56.95,1383,-88.811111,37.120138
534,Bayou Bonfouca,29.78,753,-89.784161,30.282219
535,Bayou Sorrel,34.69,754,-91.4095,30.2244
536,Cleve Reber,48.8,755,-90.873339,30.155
537,Old Inger Oil Refinery,0.0,756,-90.9955,30.1647
538,"Petro-Processors of Louisiana, Inc.",41.44,757,-91.24333100000001,30.583331
539,Dutchtown Treatment Plant,36.41,760,-90.98,30.256669
540,Gulf Coast Vacuum Services,42.78,761,-92.1857,29.9581
541,"D.L. Mud, Inc.",32.37,762,-92.1867,29.9555
542,"PAB Oil & Chemical Service, Inc.",38.94,1024,-92.1154,30.0159
543,"American Creosote Works, Inc. (Winnfield Plant)",50.7,1348,-92.634722,31.918611
544,Agriculture Street Landfill,50.0,1441,-90.040165,29.98866
545,Gulf State Utilities-North Ryan Street,50.43,1445,-93.219167,30.240833000000002
546,Highway 71/72 Refinery,50.0,1446,-93.711667,32.516667
547,Southern Shipbuilding,50.0,1447,-89.800833,30.2725
548,Madisonville Creosote Works,48.01,1477,-90.198611,30.427221999999997
549,Delatte Metals,50.0,1522,-90.410833,30.4225
550,Central Wood Preserving Co.,48.53,1542,-91.00944399999999,30.758889
551,Ruston Foundry,43.17,1543,-92.439583,31.297220000000003
552,Marion Pressure Treating,50.0,1578,-92.252944,32.908333
553,Mallard Bay Landing Bulk Plant,48.55,1601,-92.655469,29.934014
554,Louisiana Army Ammunition Plant,30.26,1698,-93.421,32.5422
555,"Combustion, Inc.",33.79,1699,-90.8939,30.5129
556,Devil's Swamp Lake,50.0,1717,-91.220556,30.561944
557,EVR-Wood Treating/Evangeline Refining Company,48.2,1864,-92.6175,30.248056
558,Delta Shipyard,48.05,1894,-90.705141,29.565818
559,Colonial Creosote,50.0,1902,-89.863889,30.768056
560,SBA Shipyard ,50.0,1909,-92.612236,30.160603000000002
561,American Creosote DeRidder,50.0,1930,-93.276863,30.831692999999998
562,Baird & McGuire,66.35,10,-71.028611,42.149719
563,Cannon Engineering Corp. (CEC),39.89,11,-71.0256,41.9727
564,Charles-George Reclamation Trust Landfill,47.2,12,-71.443339,42.66945
565,Groveland Wells,40.74,13,-71.038889,42.753331
566,Hocomonco Pond,44.8,14,-71.65083100000001,42.272781
567,Industri-Plex,72.42,15,-71.141669,42.516669
568,New Bedford Site,0.0,16,-70.919887,41.643171
569,Nyanza Chemical Waste Dump,69.22,17,-71.473611,42.258611
570,Plymouth Harbor/Cannon Engineering Corp.,54.82,18,-70.6854,41.9796
571,PSC Resources,38.66,19,-72.330281,42.153331
572,"Re-Solve, Inc.",47.71,20,-71.033889,41.688061
573,Rose Disposal Pit,33.03,21,-73.2748,42.5055
574,Silresim Chemical Corp.,42.72,22,-71.313889,42.628889
575,"W.R. Grace & Co., Inc. (Acton Plant)",59.31,23,-71.42778100000001,42.45055
576,Wells G&H,42.71,24,-71.130839,42.494719
577,Haverhill Municipal Landfill,30.29,25,-71.046669,42.753889
578,Iron Horse Park,42.93,26,-71.26526899999999,42.583331
579,Shpack Landfill,29.45,27,-71.235,41.943331
580,Sullivan's Ledge,32.77,28,-70.957219,41.654719
581,Norwood PCBs,29.43,29,-71.1925,42.180831
582,Salem Acres,34.94,30,-70.9313,42.503
583,Otis Air National Guard Base/Camp Edwards,45.92,1096,-70.521388,41.651666
584,Atlas Tack Corp.,42.6,1097,-70.89445,41.635560999999996
585,Fort Devens,42.24,1260,-71.596111,42.536111
586,Fort Devens-Sudbury Training Annex,35.57,1261,-71.475278,42.406944
587,Blackburn and Union Privileges,50.0,1321,-71.251667,42.138749
588,Hanscom Field/Hanscom Air Force Base,50.0,1384,-71.28944399999999,42.470665999999994
589,"Natick Laboratory Army Research, Development, and Engineering Center",50.0,1385,-71.36361099999999,42.288889000000005
590,Materials Technology Laboratory (USARMY),48.57,1390,-71.166111,42.360416
591,Naval Weapons Industrial Reserve Plant,50.0,1391,-71.290277,42.478889
592,South Weymouth Naval Air Station,50.0,1392,-70.93347,42.155277000000005
593,GE - Housatonic River,70.71,1492,-73.232222,42.450278000000004
594,"Nuclear Metals, Inc.",58.31,1605,-71.421944,42.441666999999995
595,Sutton Brook Disposal Area,57.12,1608,-71.183194,42.598222
596,Hatheway and Patterson Company,56.6,1647,-71.2225,42.038194
597,Olin Chemical,50.0,1741,-71.153889,42.528056
598,Creese & Cook Tannery (Former),60.57,1869,-70.926722,42.553111
599,Walton & Lonsbury Inc.,58.3,1870,-71.297139,41.957583
600,BJAT LLC,41.91,1900,-71.41080600000001,42.074417
601,"Microfab, Inc. (Former)",50.0,1922,-70.95984200000001,42.842394
602,Limestone Road,30.54,267,-78.722219,39.626389
603,Middletown Road Dump,29.36,268,-76.467145,39.031003999999996
604,"Sand, Gravel and Stone",41.08,269,-75.896389,39.615281
605,"Southern Solvents, Inc.",50.0,1602,-82.510278,28.040556
606,"United Metals, Inc.",33.73,1662,-85.168056,30.685833000000002
607,"City Industries, Inc.",32.0,1691,-81.3,28.601389
608,Flash Cleaners,50.0,1775,-80.0969,26.2824
609,Arkla Terra Property,50.0,1783,-82.3175,28.057778000000003
610,Raleigh Street Dump,50.0,1785,-82.410861,27.914416999999997
611,General Dynamics Longwood,50.0,1796,-81.32122,28.716620000000002
612,JJ Seifert Machine,50.0,1805,-82.477778,27.678611
613,Kerr-McGee Chemical Corp - Jacksonville,70.71,1806,-81.6265,30.3442
614,Sanford Dry Cleaners,50.0,1816,-81.265606,28.811217
615,Continental Cleaners,50.0,1848,-80.210178,25.831842
616,Fairfax St. Wood Treaters,50.0,1858,-81.68639399999999,30.354091999999998
617,Post and Lumber Preserving Co. Inc.,36.33,1923,-84.510081,30.592471999999997
618,PCB Wastes,0.0,979,151.78372199999998,7.4166669999999995
619,Hercules 009 Landfill,52.58,437,-81.4858,31.2049
620,Monsanto Corp. (Augusta Plant),35.65,438,-81.993061,33.38945
621,Powersville Site,35.53,440,-83.794439,32.6125
622,Robins Air Force Base (Landfill #4/Sludge Lagoon),51.66,441,-83.582075,32.619983000000005
623,"Woolfolk Chemical Works, Inc.",42.24,442,-83.88416099999999,32.549580999999996
624,"Luminous Processes, Inc.",0.0,443,-83.47195,33.940281
625,Mathis Brothers Landfill (South Marble Top Road),30.78,444,-85.377781,34.797781
626,Diamond Shamrock Corp. Landfill,35.6,445,-85.2717,34.0207
627,Cedartown Municipal Landfill,33.62,446,-85.282639,34.015969
628,"Cedartown Industries, Inc.",42.0,1038,-85.2636,34.0082
629,T.H. Agriculture & Nutrition Co. (Albany Plant),40.93,1081,-84.181661,31.617361
630,Marzone Inc./Chevron Chemical Co.,30.26,1148,-83.5017,31.4289
631,Firestone Tire & Rubber Co. (Albany Plant),30.08,1154,-84.053889,31.565831
632,Marine Corps Logistics Base,44.65,1252,-84.055,31.557219
633,LCP Chemicals Georgia,0.0,1458,-81.508333,31.189444
634,Brunswick Wood Preserving,54.49,1481,-81.528056,31.242221999999998
635,Terry Creek Dredge Spoil Areas/Hercules Outfall,50.18,1488,-81.466667,31.166110999999997
636,Camilla Wood Preserving Company,50.0,1504,-84.20333000000001,31.2225
637,Peach Orchard Road PCE Ground Water Plume,50.0,1737,-82.015139,33.421178000000005
638,Alternate Energy Resources,50.0,1742,-82.03694399999999,33.454194
639,Armstrong World Industries,50.0,1826,-83.6516,32.773497
640,Macon Naval Ordnance Plant,48.97,1860,-83.639675,32.777658
641,Ordot Landfill,0.0,971,144.7474,13.439169
642,Andersen Air Force Base,50.0,1340,144.89736100000002,13.572916000000001
643,Schofield Barracks (USARMY),28.9,972,-158.030139,21.490694
644,Pearl Harbor Naval Complex,70.82,1302,-157.98333300000002,21.388889000000002
645,Del Monte Corp. (Oahu Plantation),50.0,1368,-158.066667,21.458333
646,Naval Computer and Telecommunications Area Master Station Eastern Pacific,50.0,1429,-158.005138,21.519026999999998
647,Aidex Corp.,0.0,805,-95.813331,41.143330999999996
648,Des Moines TCE,42.28,806,-93.63600000000001,41.5781
649,LaBounty Site,70.73,807,-92.6696,43.058
650,Midwest Manufacturing/North Farm,32.04,808,-92.893061,41.746811
651,Vogel Paint & Wax Co.,31.45,812,-96.193339,42.934439000000005
652,Lawrence Todtz Farm,52.11,814,-90.29263900000001,41.787781
653,Shaw Avenue Dump,30.01,815,-92.6631,43.0563
654,John Deere (Ottumwa Works Landfills),42.32,817,-92.409719,41.0025
655,Red Oak City Landfill,34.13,818,-95.249111,41.036444
656,Northwestern States Portland Cement Co.,57.8,819,-93.205,43.175
657,Mid-America Tanning Co.,47.91,1046,-96.35221899999999,42.3375
658,White Farm Equipment Co. Dump,43.4,1062,-92.68078100000001,43.085
659,Farmers' Mutual Cooperative,33.74,1063,-95.905,43.074169
660,"Electro-Coatings, Inc.",42.24,1065,-91.671389,41.9953
661,"E.I. du Pont de Nemours & Co., Inc. (County Road X23)",46.01,1132,-91.434719,40.655831
662,Fairfield Coal Gasification Plant,38.05,1149,-91.9724,41.0062
663,Peoples Natural Gas Co.,46.24,1150,-90.658889,42.505281
664,Iowa Army Ammunition Plant,29.73,1265,-91.246669,40.808331
665,Sheller-Globe Corp. Disposal,33.66,1275,-91.4139,40.4666
666,Waterloo Coal Gasification Plant,50.0,1356,-92.326389,42.491389
667,Mason City Coal Gasification Plant,69.33,1426,-93.1992,43.1476
668,Railroad Avenue Groundwater Contamination,50.0,1658,-93.70222199999999,41.578333
669,PCE Former Dry Cleaner,50.0,1911,-94.99576400000001,41.403717
670,Arrcom (Drexler Enterprises),29.28,980,-116.9458,47.7847
671,Bunker Hill Mining & Metallurgical Complex,54.76,981,-116.1617,47.543061
672,Eastern Michaud Flats Contamination,57.8,983,-112.5225,42.901111
673,Pacific Hide & Fur Recycling Co.,42.3,984,-112.486,42.8957
674,Union Pacific Railroad Co.,53.47,985,-112.4876,42.8954
675,Idaho National Engineering Laboratory (USDOE),51.91,1231,-112.9435,43.529389
676,Oak Grove Village Well,50.0,1652,-91.149461,38.220971999999996
677,Mountain Home Air Force Base,57.8,1235,-115.8647,43.04805
678,Monsanto Chemical Co. (Soda Springs Plant),54.77,1278,-111.5878,42.687031
679,Kerr-McGee Chemical Corp. (Soda Springs Plant),51.91,1279,-111.5736,42.687219
680,Blackbird Mine,50.0,1369,-114.26444,45.116389
681,St. Maries Creosote,50.0,1624,-116.575,47.321389
682,Stibnite/Yellow Pine Mining Area,50.0,1659,-115.34527800000001,44.8925
683,"A & F Materials Reclaiming, Inc.",55.49,499,-88.17399999999999,39.2439
684,Lindsay Manufacturing Co.,47.91,1702,-97.69,41.701669
685,"Acme Solvents Reclaiming, Inc. (Morristown Plant)",31.98,500,-89.0455,42.1577
686,Belvidere Municipal Landfill,28.62,501,-88.8723,42.2643
687,Byron Salvage Yard,33.93,502,-89.295831,42.081669
688,Cross Brothers Pail Recycling (Pembroke),42.04,503,-87.5893,41.0909
689,Galesburg/Koppers Co.,34.78,504,-90.395839,40.895831
690,Johns-Manville Corp.,38.2,505,-87.811669,42.386669
691,LaSalle Electric Utilities,42.06,506,-89.0975,41.354169
692,Outboard Marine Corp.,0.0,507,-87.821111,42.365281
693,Velsicol Chemical Corp. (Marshall Plant),48.78,508,-87.699169,39.410831
694,Wauconda Sand & Gravel,53.42,509,-88.1375,42.281389000000004
695,Kerr-McGee (Kress Creek/West Branch of DuPage River),39.05,510,-88.2093,41.863611
696,Kerr-McGee (Reed-Keppler Park),39.51,511,-88.208339,41.891939
697,Kerr-McGee (Residential Areas),38.15,512,-88.2075,41.878333000000005
698,Kerr-McGee (Sewage Treatment Plant),35.2,513,-88.1924,41.8643
699,Sangamo Electric Dump/Crab Orchard National Wildlife Refuge (USDOI),43.7,514,-89.01472199999999,37.693194
700,NL Industries/Taracorp Lead Smelter,38.11,515,-90.158331,38.695
701,Petersen Sand & Gravel,38.43,516,-87.9537,42.315831
702,Parkview Well,50.0,1731,-98.365,40.895833
703,Garvey Elevator,50.0,1739,-98.41555600000001,40.563611
704,West Highway 6 & Highway 281,50.0,1744,-98.4095,40.5712
705,PCE Southeast Contamination ,43.33,1886,-97.580614,40.859594
706,PCE/TCE Northeast Contamination,50.0,1887,-97.60036099999999,40.888636
707,Iowa-Nebraska Light & Power Co,40.8,1912,-97.417028,42.0323
708,Old HWY 275 and N 288th Street,50.0,1928,-96.367333,41.329091999999996
709,Auburn Road Landfill,36.3,40,-71.3529,42.9302
710,Dover Municipal Landfill,36.98,41,-70.953,43.2125
711,Keefe Environmental Services,65.19,42,-71.033331,43.024169
712,Ottati & Goss/Kingston Steel Drum,53.41,43,-71.080561,42.897219
713,Somersworth Sanitary Landfill,65.56,44,-70.8845,43.2489
714,Sylvester,0.0,45,-71.523111,42.7197
715,Tinkham Garage,43.24,46,-71.351111,42.860831
716,Kearsarge Metallurgical Corp.,38.45,47,-71.1293,43.9721
717,Savage Municipal Water Supply,37.52,48,-71.6884,42.8418
718,South Municipal Water Supply Well,35.64,49,-71.9468,42.8489
719,Coakley Landfill,29.16,50,-70.817219,43.001111
720,Tibbetts Road,41.09,51,-71.0347,43.18
721,Mottolo Pig Farm,40.7,52,-71.17318900000001,42.989581
722,Fletcher's Paint Works & Storage,35.39,1032,-71.6554,42.8358
723,Town Garage/Radio Beacon,31.94,1208,-71.39361099999999,42.861669
724,Pease Air Force Base,39.42,1211,-70.82125,43.080169
725,New Hampshire Plating Co.,50.0,1308,-71.488888,42.855833000000004
726,Beede Waste Oil,70.71,1466,-71.105889,42.855075
727,Mohawk Tannery,52.4,1589,-71.487778,42.765569
728,Troy Mills Landfill,50.0,1676,-72.186944,42.802583
729,Chlor-Alkali Facility (Former),30.54,1734,-71.167194,44.479194
730,Collins & Aikman Plant (Former),50.0,1881,-71.05875,43.372
731,A. O. Polymer,28.91,65,-74.63,41.04805
732,American Cyanamid Co.,50.28,66,-74.55945,40.555561
733,Asbestos Dump,39.61,67,-74.525561,40.6725
734,Beachwood/Berkley Wells,42.24,68,-74.19666099999999,39.924719
735,Bog Creek Farm,43.23,69,-74.161111,40.150831
736,Brick Township Landfill,58.13,70,-74.1311,40.1098
737,Bridgeport Rental & Oil Services,60.73,71,-75.32166099999999,39.801669
738,Burnt Fly Bog,59.16,72,-74.279169,40.375
739,Caldwell Trucking Co.,58.3,73,-74.271389,40.876389
740,Chemical Control,47.13,74,-74.1935,40.6432
741,"Chemsol, Inc.",42.69,75,-74.443339,40.5625
742,Combe Fill North Landfill,47.79,76,-74.71333100000001,40.881939
743,Combe Fill South Landfill,45.22,77,-74.738331,40.771669
744,CPS/Madison Industries,69.73,78,-74.32776899999999,40.434439000000005
745,D'Imperio Property,55.79,79,-74.658889,39.454439
746,Denzer & Schafer X-Ray Co.,40.36,80,-74.170831,39.909169
747,Dover Municipal Well 4,28.9,81,-74.5423,40.8858
748,Ellis Property,34.62,82,-74.864719,39.905
749,Evor Phillips Leasing,36.64,83,-74.325,40.4375
750,Fair Lawn Well Field,42.49,84,-74.131939,40.9375
751,Friedman Property,33.88,85,-74.5077,40.1048
752,GEMS Landfill,68.53,86,-75.018889,39.77945
753,Goose Farm,47.71,87,-74.4975,40.09555
754,"Hercules, Inc. (Gibbstown Plant)",40.36,88,-75.277781,39.838889
755,"Imperial Oil Co., Inc./Champion Chemicals",33.87,89,-74.24583100000001,40.383889
756,Jackson Township Landfill,38.11,90,-74.348611,40.063331
757,JIS Landfill,45.14,91,-74.465281,40.365831
758,Kin-Buc Landfill,50.64,92,-74.3785,40.4891
759,King of Prussia,47.19,93,-74.889439,39.62695
760,Helen Kramer Landfill,72.66,94,-75.2003,39.7801
761,Krysowaty Farm,55.14,95,-74.78,40.500281
762,Lang Property,48.89,96,-74.49445,39.929161
763,Lipari Landfill,75.6,97,-75.14193900000001,39.720281
764,Lone Pine Landfill,66.33,98,-74.333339,40.202781
765,M&T Delisa Landfill,32.27,99,-74.045281,40.229169
766,Mannheim Avenue Dump,36.56,100,-74.533331,39.538889000000005
767,Maywood Chemical Co.,51.19,101,-74.0693,40.8964
768,Metaltec/Aerosystems,48.95,102,-74.599719,41.109719
769,Monroe Township Landfill,42.37,103,-74.401389,40.361669
770,Montgomery Township Housing Development,37.93,104,-74.64416899999999,40.408331
771,Myers Property,33.83,105,-74.9404,40.595
772,NL Industries,52.96,106,-75.424719,39.758061
773,Pepe Field,33.83,107,-74.411939,40.912219
774,Pijak Farm,43.48,108,-74.499439,40.07555
775,PJP Landfill,28.73,109,-74.085561,40.734719
776,Price Landfill,0.0,110,-74.52695,39.415281
777,Reich Farms,53.48,111,-74.2149,40.0106
778,"Renora, Inc.",40.44,112,-74.358889,40.519628000000004
779,Newton County Mine Tailings,50.0,1677,-94.3848,36.9921
780,Rockaway Borough Well Field,42.34,114,-74.515561,40.905831
781,Rockaway Township Wells,28.9,115,-74.499169,40.913331
782,Rocky Hill Municipal Well,37.93,116,-74.6475,40.401669
783,Roebling Steel Co.,41.02,117,-74.770839,40.120831
784,Sayreville Landfill,37.05,118,-74.358331,40.445561
785,Scientific Chemical Processing,55.97,119,-74.074329,40.82454
786,Sharkey Landfill,48.85,120,-74.3454,40.8501
787,South Brunswick Landfill,53.42,121,-74.56805,40.402781
788,Spence Farm,45.87,122,-74.5061,40.0789
789,Swope Oil & Chemical Co.,35.68,123,-75.0347,39.9886
790,Syncon Resins,43.43,124,-74.114719,40.737781
791,Ciba-Geigy Corp.,50.33,125,-74.2363,39.9867
792,Universal Oil Products (Chemical Division),54.63,126,-74.088889,40.83
793,U.S. Radium Corp.,37.79,127,-74.228611,40.781389000000004
794,Vineland State School,40.84,128,-74.99166899999999,39.486111
795,Williams Property,40.45,129,-74.8004,39.1173
796,Woodland Route 72 Dump,31.17,130,-74.447781,39.821669
797,"Chemical Leaman Tank Lines, Inc.",47.53,131,-75.33278100000001,39.798331
798,Delilah Road,49.33,132,-74.545831,39.416669
799,De Rewal Chemical Co.,35.72,133,-75.0614,40.5162
800,Diamond Alkali Co.,35.4,134,-74.136111,40.739719
801,Ewan Property,50.19,135,-74.71943900000001,39.802781
802,Madison County Mines,58.41,1679,-90.276111,37.546110999999996
803,Conservation Chemical Co.,29.85,1701,-94.4722,39.1279
804,Annapolis Lead Mine,56.67,1716,-90.675,37.355556
805,Washington County Lead District - Old Mines,76.81,1766,-90.738333,38.075278000000004
806,Washington County Lead District - Potosi,50.0,1767,-90.7724,37.9399
807,Washington County Lead District - Richwoods,76.81,1768,-90.814264,38.16615
808,Southwest Jefferson County Mining,70.71,1802,-90.758975,38.186794
809,Vienna Wells,50.0,1820,-91.944158,38.189597
810,Washington County Lead District - Furnace Creek,50.0,1830,-90.79955600000001,37.840531
811,Compass Plaza Well TCE,50.0,1850,-93.083168,37.109009
812,Sporlan Valve Plant #1,35.15,1950,-91.00668,38.5519
813,PCB Warehouse,0.0,970,145.75,15.2
814,Flowood Site,0.0,459,-90.145839,32.3
815,"Newsom Brothers/Old Reichhold Chemicals, Inc.",45.7,460,-89.826939,31.244719
816,Walcotte Chemical Co. Warehouses,0.0,461,-91.0538,33.411
817,Potter Co.,50.0,1372,-90.393056,31.710278000000002
818,"Chemfax, Inc.",38.4,1397,-89.089166,30.428888
819,Davis Timber Company,48.57,1596,-89.404461,31.345191999999997
820,"American Creosote Works, Inc.",62.2,1634,-89.05833299999999,33.111111
821,Picayune Wood Treating,51.03,1710,-89.689722,30.524444
822,Sonford Products,31.66,1751,-90.14222,32.29251
823,Kerr-McGee Chemical Corp - Columbus,52.47,1837,-88.409686,33.509767
824,Red Panther Chemical Company,39.43,1838,-90.561625,34.187408000000005
825,Southeastern Wood Preserving,48.03,1856,-90.018189,32.618061
826,Mississippi Phosphates Corporation,50.0,1931,-88.491006,30.372103000000003
827,Rockwell International Wheel & Trim,50.0,1935,-89.801661,33.803244
